Hospital_ID,Hospital_Name,City,State,Latitude,Longitude,Total_Visits,Emergency_Visits,Diabetes_Cases,Hypertension_Cases
H0242,Trivandrum Health Center 55,Trivandrum,Kerala,8.504620169657061,76.96429166658908,3593,5339,7694,10051
H0243,Kolkata Health Center 42,Kolkata,West Bengal,22.58684449462861,88.37425469311165,23584,516,3491,792
H0244,Jaipur Health Center 1,Jaipur,Rajasthan,26.928658839826454,75.77896379834566,27507,2779,7751,9306
H0245,Bengaluru Health Center 8,Bengaluru,Karnataka,12.985427183344633,77.6345749626752,19462,8580,7399,4326
H0246,Indore Health Center 83,Indore,Madhya Pradesh,22.689383046421835,75.85390913020909,22655,3956,8088,8999
H0247,Mumbai Health Center 24,Mumbai,Maharashtra,19.076501165112113,72.85057005177845,15089,865,4831,5730
H0248,Pune Health Center 28,Pune,Maharashtra,18.466566953273784,73.76776845833952,11964,6993,5739,10165
H0249,Patna Health Center 96,Patna,Bihar,25.641525410185835,85.13934264381959,23223,2876,3309,9554
H0250,Coimbatore Health Center 36,Coimbatore,Tamil Nadu,11.083209707092452,76.98361150047003,29792,4785,7210,8961
H0251,Kochi Health Center 21,Kochi,Kerala,9.927546551579647,76.21394917067911,20153,1280,6603,4383
H0252,Bengaluru Health Center 11,Bengaluru,Karnataka,12.93014812708234,77.60468502799583,7583,6446,5241,6667
H0253,Vizag Health Center 22,Vizag,Andhra Pradesh,17.70255202445908,83.21018083353209,14435,1185,2460,7431
H0254,Mumbai Health Center 32,Mumbai,Maharashtra,19.11330937036572,72.85969032026951,7875,1756,7997,2596
H0255,Indore Health Center 21,Indore,Madhya Pradesh,22.654922068041635,75.86940687735566,12951,4830,7303,3937
H0256,Bengaluru Health Center 29,Bengaluru,Karnataka,12.941494732360937,77.6082683372986,18921,4582,4483,9052
H0257,Lucknow Health Center 37,Lucknow,Uttar Pradesh,26.858737658974427,81.07628415570902,11894,2153,2366,422
H0258,Pune Health Center 25,Pune,Maharashtra,18.489281090250458,73.88060449983138,11553,7853,4027,6672
H0259,Chandigarh Health Center 5,Chandigarh,Chandigarh,30.715534405694104,76.80991221878023,24727,8533,2820,3481
H0260,Bhopal Health Center 91,Bhopal,Madhya Pradesh,23.23416792253909,77.35708883067451,8132,3047,3279,10873
H0261,Chandigarh Health Center 81,Chandigarh,Chandigarh,30.771991637182115,76.83550875144007,6983,2278,8202,5510
H0262,Kolkata Health Center 56,Kolkata,West Bengal,22.519037292515364,88.36419261683626,12596,5751,2229,1413
H0263,Mumbai Health Center 26,Mumbai,Maharashtra,19.00508171335335,72.78965955940096,5023,5466,6191,1480
H0264,Indore Health Center 20,Indore,Madhya Pradesh,22.76862424997603,75.84490593211646,6292,4086,4731,7241
H0265,Trivandrum Health Center 4,Trivandrum,Kerala,8.523101228564006,76.90327397593633,19029,1093,3690,6397
H0266,Vijayawada Health Center 22,Vijayawada,Andhra Pradesh,16.559579965040623,80.69041647501881,24817,5593,1167,10658
H0267,Bhubaneswar Health Center 45,Bhubaneswar,Odisha,20.27451021056799,85.78019787728341,28782,1669,1130,2051
H0268,Coimbatore Health Center 92,Coimbatore,Tamil Nadu,11.026292391810623,76.98463790330965,15485,1783,959,2410
H0269,Patna Health Center 70,Patna,Bihar,25.609289015474527,85.0687654229681,11329,2597,5368,10477
H0270,Indore Health Center 70,Indore,Madhya Pradesh,22.624801757934634,75.86621491810811,26284,1949,5317,8399
H0271,Chennai Health Center 84,Chennai,Tamil Nadu,13.073094447363928,80.34022498906204,25788,3831,7762,5505
H0272,Mumbai Health Center 1,Mumbai,Maharashtra,19.062288582147275,72.8277343621175,4619,7368,1731,9467
H0273,Kochi Health Center 30,Kochi,Kerala,9.97551650980308,76.2326669221085,20289,2514,8196,604
H0274,Kolkata Health Center 44,Kolkata,West Bengal,22.58129580419169,88.35543745579719,5643,8517,2597,1274
H0275,New Delhi Health Center 50,New Delhi,Delhi,28.525758375807865,77.15766796326322,28998,1171,8227,1571
H0276,Patna Health Center 48,Patna,Bihar,25.515972707155672,85.1111473661327,8432,4760,2661,6564
H0277,Vizag Health Center 69,Vizag,Andhra Pradesh,17.6312800241352,83.24685277586941,29928,2438,8862,6376
H0278,Chandigarh Health Center 61,Chandigarh,Chandigarh,30.696570421160096,76.73888737814927,3597,3562,2636,10279
H0279,Bengaluru Health Center 28,Bengaluru,Karnataka,12.956822937992673,77.60221577567883,14861,5124,1933,1917
H0280,Kolkata Health Center 98,Kolkata,West Bengal,22.509282974718715,88.36100080262838,20921,3637,7285,497
H0281,Bhubaneswar Health Center 51,Bhubaneswar,Odisha,20.32705771305026,85.92737477348558,11535,8674,8403,5813
H0282,Kochi Health Center 99,Kochi,Kerala,9.898901791043773,76.2273403996675,15819,6274,6819,2149
H0283,Trivandrum Health Center 92,Trivandrum,Kerala,8.603229698274081,76.95559339253545,24360,2613,6179,4370
H0284,Ahmedabad Health Center 44,Ahmedabad,Gujarat,23.01347600432047,72.73105537839224,24253,7244,2726,5946
H0285,Vijayawada Health Center 69,Vijayawada,Andhra Pradesh,16.414661577580258,80.65803259019778,3475,5916,8976,7639
H0286,Jaipur Health Center 47,Jaipur,Rajasthan,26.774420130036358,75.84046874247855,22909,3322,5243,6930
H0287,Indore Health Center 3,Indore,Madhya Pradesh,22.846783394765076,75.86684034546026,24494,7667,912,1087
H0288,Lucknow Health Center 4,Lucknow,Uttar Pradesh,26.80373298581503,81.00331925719871,24632,5608,3904,1069
H0289,Indore Health Center 34,Indore,Madhya Pradesh,22.660149435881,75.84493740289489,19154,8504,6574,10992
H0290,New Delhi Health Center 25,New Delhi,Delhi,28.588794849795057,77.23693454830166,26172,726,564,9987
H0291,Kolkata Health Center 50,Kolkata,West Bengal,22.586899247036126,88.34245785321848,26928,6069,3290,10491
H0292,Jaipur Health Center 85,Jaipur,Rajasthan,26.949237887772057,75.75895195122234,3587,4579,3648,6699
H0293,Hyderabad Health Center 85,Hyderabad,Telangana,17.427854599849354,78.47825496098463,9450,5933,1398,7496
H0294,Bhubaneswar Health Center 22,Bhubaneswar,Odisha,20.335885157084988,85.85543319687403,14101,8450,6349,1489
H0295,Mumbai Health Center 40,Mumbai,Maharashtra,19.09947795846765,72.82737195044561,25528,5563,4130,9446
H0296,Mumbai Health Center 4,Mumbai,Maharashtra,19.059201024521354,72.89933642995652,17478,7858,4928,6770
H0297,Bhopal Health Center 14,Bhopal,Madhya Pradesh,23.249963048199167,77.42760777924978,3392,2287,7674,10849
H0298,Vijayawada Health Center 97,Vijayawada,Andhra Pradesh,16.487233504008085,80.59106660307646,9701,3097,441,3059
H0299,Ahmedabad Health Center 62,Ahmedabad,Gujarat,23.035146840713256,72.5682276968028,15109,6126,8772,823
H0300,Bhopal Health Center 26,Bhopal,Madhya Pradesh,23.286943461124064,77.45683755273816,29907,5575,7530,1931
H0301,Vijayawada Health Center 47,Vijayawada,Andhra Pradesh,16.432615427866466,80.6348913148568,4460,3223,585,664
H0302,Hyderabad Health Center 52,Hyderabad,Telangana,17.424997095097105,78.40588446957817,21146,540,6127,8659
H0303,Ahmedabad Health Center 2,Ahmedabad,Gujarat,23.07001537959868,72.65693066862909,22582,5874,5090,7583
H0304,Coimbatore Health Center 48,Coimbatore,Tamil Nadu,11.020956123282835,76.93244482966045,29161,1992,960,1748
H0305,Bhubaneswar Health Center 20,Bhubaneswar,Odisha,20.292938827175853,85.74842361733039,10156,2544,7668,3916
H0306,Jaipur Health Center 68,Jaipur,Rajasthan,26.886504367497313,75.79935242385541,9581,6817,826,10488
H0307,Vijayawada Health Center 26,Vijayawada,Andhra Pradesh,16.48875076516882,80.63024580508879,17868,8486,4040,2246
H0308,Pune Health Center 92,Pune,Maharashtra,18.508096875593502,73.81453767023419,19300,693,2307,1585
H0309,Jaipur Health Center 1,Jaipur,Rajasthan,26.88121972825354,75.70986185389384,5261,4236,7016,5275
H0310,Kolkata Health Center 90,Kolkata,West Bengal,22.562835115220896,88.37913309143491,27000,3300,8633,5810
H0311,Bhubaneswar Health Center 84,Bhubaneswar,Odisha,20.300221987646726,85.75162242502675,24477,1825,5276,9805
H0312,Ahmedabad Health Center 43,Ahmedabad,Gujarat,22.998251648125052,72.61017227353815,19724,4328,2268,1103
H0313,Kochi Health Center 54,Kochi,Kerala,9.923193360221669,76.30086700382253,16860,5412,4948,1255
H0314,Vijayawada Health Center 59,Vijayawada,Andhra Pradesh,16.56000035692993,80.6490655824336,7492,6323,1817,5402
H0315,Indore Health Center 46,Indore,Madhya Pradesh,22.70112155735731,75.80152418975445,11210,6632,6888,3711
H0316,Hyderabad Health Center 45,Hyderabad,Telangana,17.419393166359352,78.5076832761299,27749,4241,3352,6974
H0317,Coimbatore Health Center 47,Coimbatore,Tamil Nadu,10.997950242041648,76.98458898913331,8443,1489,4044,9011
H0318,Vizag Health Center 19,Vizag,Andhra Pradesh,17.743401749314753,83.32845490902784,6808,831,8222,3102
H0319,Jaipur Health Center 39,Jaipur,Rajasthan,27.001503915903076,75.73404076579583,19585,2997,2142,10458
H0320,Indore Health Center 10,Indore,Madhya Pradesh,22.662561029565705,75.85804015491964,10544,8218,1070,3555
H0321,Kolkata Health Center 27,Kolkata,West Bengal,22.583095604482097,88.44823195929021,3386,6531,6739,6801
H0322,Coimbatore Health Center 41,Coimbatore,Tamil Nadu,10.931945130750687,76.92352152856758,4856,8480,2298,5876
H0323,Coimbatore Health Center 95,Coimbatore,Tamil Nadu,11.083590283324575,76.94875828185971,10461,2319,1430,6963
H0324,Mumbai Health Center 45,Mumbai,Maharashtra,19.028807464728814,72.82297067302235,6259,2323,1774,2642
H0325,Chandigarh Health Center 79,Chandigarh,Chandigarh,30.715348871807212,76.79100642559293,18434,1641,1935,4400
H0326,Pune Health Center 34,Pune,Maharashtra,18.50773725449874,73.79597703596237,6267,7064,5228,3006
H0327,Trivandrum Health Center 19,Trivandrum,Kerala,8.526578926024236,76.9285327894174,5011,1942,5846,2229
H0328,Chennai Health Center 8,Chennai,Tamil Nadu,13.020982556406004,80.24107678704236,18845,1554,6044,2300
H0329,Vizag Health Center 69,Vizag,Andhra Pradesh,17.631062614633755,83.22338379277802,27217,8097,4758,6991
H0330,Kochi Health Center 51,Kochi,Kerala,9.841010928911091,76.24955063579434,26012,2669,2472,6068
H0331,Kochi Health Center 35,Kochi,Kerala,9.94317882701816,76.31249613753685,9139,6844,2716,9388
H0332,Indore Health Center 59,Indore,Madhya Pradesh,22.714234892799787,75.88008584629051,29732,4307,7451,9893
H0333,New Delhi Health Center 69,New Delhi,Delhi,28.623065010605252,77.14998535302051,13913,5416,5798,10982
H0334,Vijayawada Health Center 3,Vijayawada,Andhra Pradesh,16.453029899671453,80.6043295182956,27114,5357,640,782
H0335,Chandigarh Health Center 21,Chandigarh,Chandigarh,30.73635578046837,76.80409759359968,12714,3956,1927,9895
H0336,Mumbai Health Center 13,Mumbai,Maharashtra,19.065735645425594,72.99440817900636,9652,6916,3470,4235
H0337,Vizag Health Center 86,Vizag,Andhra Pradesh,17.784834563608054,83.27486791215874,15452,3067,1607,9248
H0338,Chennai Health Center 36,Chennai,Tamil Nadu,13.165922012697411,80.34879532123831,29421,2208,3930,3611
H0339,Lucknow Health Center 92,Lucknow,Uttar Pradesh,26.854767896232122,80.9264601218538,4960,1057,1182,10786
H0340,Bhubaneswar Health Center 52,Bhubaneswar,Odisha,20.308863669370677,85.87679483577479,10929,5847,7569,10202
H0341,Hyderabad Health Center 62,Hyderabad,Telangana,17.355216935297825,78.55542190465854,15991,3308,6942,4225
H0342,Coimbatore Health Center 51,Coimbatore,Tamil Nadu,11.011470261954267,77.00355770584504,24083,2470,6106,6542
H0343,Patna Health Center 4,Patna,Bihar,25.58876743542818,85.20712137372033,18688,2363,415,7484
H0344,Coimbatore Health Center 81,Coimbatore,Tamil Nadu,11.046477836114043,76.80878056826678,27045,2224,8482,3167
H0345,Vizag Health Center 96,Vizag,Andhra Pradesh,17.690750004180554,83.27247718104059,29943,776,2299,1627
H0346,Bengaluru Health Center 41,Bengaluru,Karnataka,12.92688250436623,77.56040202491005,23536,8401,7770,7937
H0347,Ahmedabad Health Center 26,Ahmedabad,Gujarat,22.995719333078732,72.61423085523128,13886,1588,3663,424
H0348,Chennai Health Center 1,Chennai,Tamil Nadu,13.091729160330418,80.27796193583909,13433,3675,5197,5437
H0349,Bhopal Health Center 4,Bhopal,Madhya Pradesh,23.22614108625128,77.40537406646422,22810,4155,8238,9501
H0350,Indore Health Center 45,Indore,Madhya Pradesh,22.683804157462074,75.8745080023138,15449,8413,7847,8223
H0351,Kolkata Health Center 60,Kolkata,West Bengal,22.59496996732334,88.32612483327001,13350,3055,5709,10934
H0352,Mumbai Health Center 8,Mumbai,Maharashtra,19.036552961562048,72.85415855117431,8686,4201,3080,7798
H0353,Pune Health Center 65,Pune,Maharashtra,18.44653359795469,73.86958804414301,5828,2056,7870,7880
H0354,Coimbatore Health Center 55,Coimbatore,Tamil Nadu,10.865824392208959,76.96499247723769,18369,8151,5875,1989
H0355,Trivandrum Health Center 20,Trivandrum,Kerala,8.46883233412236,76.97570913039779,9555,8744,7146,2707
H0356,Indore Health Center 59,Indore,Madhya Pradesh,22.68265985656349,75.90219581662825,9046,5445,8227,7416
H0357,Chandigarh Health Center 49,Chandigarh,Chandigarh,30.70199049838892,76.7801689490686,6167,6852,6356,2837
H0358,Chennai Health Center 44,Chennai,Tamil Nadu,13.039777502981266,80.32697938855202,10818,5228,2924,6138
H0359,Vijayawada Health Center 9,Vijayawada,Andhra Pradesh,16.482388956322765,80.69171945903564,19209,2724,8689,6491
H0360,Vijayawada Health Center 37,Vijayawada,Andhra Pradesh,16.54310401874548,80.65354447394438,14992,7594,6618,4196
H0361,Lucknow Health Center 13,Lucknow,Uttar Pradesh,26.81770314820435,80.90468724054814,3522,6404,5188,10221
H0362,Jaipur Health Center 21,Jaipur,Rajasthan,27.02445672845104,75.76678592820146,4316,1624,5921,5823
H0363,Pune Health Center 28,Pune,Maharashtra,18.516748326009058,73.9122859283762,4519,6277,8235,6493
H0364,Mumbai Health Center 71,Mumbai,Maharashtra,19.05333757954885,72.95032337672355,27972,4924,3537,4293
H0365,Hyderabad Health Center 87,Hyderabad,Telangana,17.3073120616992,78.52759448290125,21135,7930,7470,6869
H0366,Chandigarh Health Center 44,Chandigarh,Chandigarh,30.8106999876962,76.74132962283575,20845,5684,8847,634
H0367,Mumbai Health Center 13,Mumbai,Maharashtra,18.988807594168357,72.8836509203027,5100,4248,3473,2215
H0368,Bengaluru Health Center 86,Bengaluru,Karnataka,12.980424365518132,77.59871649433586,20058,8588,8878,2558
H0369,Kolkata Health Center 17,Kolkata,West Bengal,22.55985500775658,88.38608069613412,15828,1901,3559,10869
H0370,Hyderabad Health Center 84,Hyderabad,Telangana,17.300191046615222,78.47027325457687,13704,3245,6391,4266
H0371,Kochi Health Center 59,Kochi,Kerala,9.85496472750061,76.19962200719328,18493,4563,1824,8624
H0372,Pune Health Center 57,Pune,Maharashtra,18.569833458467897,73.7891277117554,23102,7895,4702,4952
H0373,Lucknow Health Center 8,Lucknow,Uttar Pradesh,26.880210994863866,80.98004831936699,16767,8886,8980,2604
H0374,Bengaluru Health Center 98,Bengaluru,Karnataka,13.055174144559105,77.58922204340705,9614,5723,8884,1030
H0375,Chennai Health Center 56,Chennai,Tamil Nadu,13.083744324414798,80.28223504528594,26067,777,532,10144
H0376,Chandigarh Health Center 71,Chandigarh,Chandigarh,30.750240730040538,76.72969099537991,16705,7968,6710,9052
H0377,Ahmedabad Health Center 68,Ahmedabad,Gujarat,23.10152703432842,72.52064529040861,11682,1572,7007,615
H0378,Patna Health Center 31,Patna,Bihar,25.57810762383726,85.14518789961244,12968,8263,6239,2695
H0379,Hyderabad Health Center 50,Hyderabad,Telangana,17.43677916438115,78.4474160201694,22167,4144,5541,6820
H0380,Bhopal Health Center 69,Bhopal,Madhya Pradesh,23.292632708145398,77.42183263879522,25973,6853,2232,2157
H0381,Mumbai Health Center 94,Mumbai,Maharashtra,19.073119601814224,72.9338619662412,3492,8388,6774,10972
H0382,Vizag Health Center 11,Vizag,Andhra Pradesh,17.767628524705874,83.16356487613078,17607,3243,8166,7560
H0383,Chandigarh Health Center 11,Chandigarh,Chandigarh,30.774461443917343,76.77537240540903,9102,1119,1182,9388
H0384,Bengaluru Health Center 17,Bengaluru,Karnataka,12.972934052855527,77.62320463892024,25977,1429,5666,9111
H0385,Indore Health Center 8,Indore,Madhya Pradesh,22.683146041844864,75.91009564845652,26360,8094,5458,4067
H0386,Vizag Health Center 86,Vizag,Andhra Pradesh,17.702100719900898,83.27123331560216,21852,6717,3919,2036
H0387,Kochi Health Center 43,Kochi,Kerala,9.934216095726649,76.20113644884475,12135,6222,4744,8018
H0388,Chandigarh Health Center 13,Chandigarh,Chandigarh,30.73293999771048,76.81015150968861,11792,4922,4124,9571
H0389,Trivandrum Health Center 94,Trivandrum,Kerala,8.43077300243197,76.98697568449184,23753,8807,5256,10595
H0390,Vizag Health Center 68,Vizag,Andhra Pradesh,17.646601380059654,83.25580440597699,28792,6020,2072,10552
H0391,New Delhi Health Center 69,New Delhi,Delhi,28.638489816579405,77.2941027577008,20044,6742,1432,1099
H0392,Pune Health Center 47,Pune,Maharashtra,18.591412846622095,73.82996421960947,14030,8775,1722,3580
H0393,Ahmedabad Health Center 41,Ahmedabad,Gujarat,23.059805049343467,72.49014820153765,16869,5070,570,2868
H0394,Hyderabad Health Center 67,Hyderabad,Telangana,17.352352100437113,78.54736906999526,22459,789,8420,7014
H0395,Trivandrum Health Center 23,Trivandrum,Kerala,8.515740192846383,76.96990830327358,7276,8497,5076,1224
H0396,Kolkata Health Center 57,Kolkata,West Bengal,22.51823770305686,88.30960874355574,8634,6310,8833,6334
H0397,New Delhi Health Center 92,New Delhi,Delhi,28.669249520648926,77.16363699766195,15707,3740,6328,2249
H0398,Vizag Health Center 30,Vizag,Andhra Pradesh,17.74650547015237,83.16944172344301,19589,7852,4891,3850
H0399,Patna Health Center 39,Patna,Bihar,25.629368260511423,85.10004369715368,27885,3208,2291,8863
H0400,Kochi Health Center 74,Kochi,Kerala,9.843780917192957,76.27395468675685,6551,3332,5979,6979
H0401,Patna Health Center 25,Patna,Bihar,25.602700784950795,85.08463436894412,5800,5810,2910,1504
H0402,Jaipur Health Center 88,Jaipur,Rajasthan,26.89465963249079,75.76838523628695,4914,7865,3372,9598
H0403,Pune Health Center 57,Pune,Maharashtra,18.56234702502348,73.82583734067266,21908,2620,5560,4757
H0404,Trivandrum Health Center 52,Trivandrum,Kerala,8.560968656763041,76.99365663657656,29732,2730,4587,4560
H0405,Coimbatore Health Center 67,Coimbatore,Tamil Nadu,11.0813701774108,76.78645931192558,4151,8119,6333,8960
H0406,Vijayawada Health Center 43,Vijayawada,Andhra Pradesh,16.43030631266596,80.63014853995966,22356,4422,5297,7432
H0407,Hyderabad Health Center 49,Hyderabad,Telangana,17.26835810997379,78.55418697647752,20860,6926,689,1399
H0408,Indore Health Center 64,Indore,Madhya Pradesh,22.740627255461405,75.84255222310078,26640,4231,7562,851
H0409,Chandigarh Health Center 23,Chandigarh,Chandigarh,30.781674387461933,76.7513532392888,23792,4568,3577,8966
H0410,Mumbai Health Center 16,Mumbai,Maharashtra,19.07735270203445,72.882793035319,23979,5059,7591,8560
H0411,Coimbatore Health Center 12,Coimbatore,Tamil Nadu,10.966676403419704,76.900710340104,19523,1924,3249,3568
H0412,Chennai Health Center 57,Chennai,Tamil Nadu,13.095932200256065,80.31810607195504,3887,3604,349,4351
H0413,Jaipur Health Center 19,Jaipur,Rajasthan,26.886883250839613,75.79788748590406,15253,3106,8146,9043
H0414,Hyderabad Health Center 13,Hyderabad,Telangana,17.420046285771857,78.5294576682741,15502,6858,8619,6341
H0415,Trivandrum Health Center 29,Trivandrum,Kerala,8.545323654712396,76.92819532670174,23840,6861,5993,6188
H0416,Kochi Health Center 17,Kochi,Kerala,9.936854806891013,76.22033366310671,28917,2488,4102,6208
H0417,Chandigarh Health Center 71,Chandigarh,Chandigarh,30.691874228193125,76.74626077606028,17114,8899,5933,6155
H0418,Kochi Health Center 38,Kochi,Kerala,9.93557891094768,76.28709678378135,4518,6663,2900,2595
H0419,Chandigarh Health Center 19,Chandigarh,Chandigarh,30.808229128600594,76.8417878417038,22233,2242,1606,4249
H0420,Jaipur Health Center 97,Jaipur,Rajasthan,26.95522253400076,75.87547787200033,7195,5678,2855,2705
H0421,New Delhi Health Center 65,New Delhi,Delhi,28.607205553671715,77.15865102632768,18438,5257,3294,9151
H0422,New Delhi Health Center 98,New Delhi,Delhi,28.58872894733366,77.20191950949221,7396,1316,7604,7731
H0423,Vijayawada Health Center 1,Vijayawada,Andhra Pradesh,16.542319396416406,80.60327336554317,5093,7571,8267,8767
H0424,Kolkata Health Center 17,Kolkata,West Bengal,22.657581620832214,88.36321419503169,15977,3990,2079,8074
H0425,Patna Health Center 15,Patna,Bihar,25.596801036302374,85.20493329114184,27473,3462,1159,4538
H0426,Jaipur Health Center 42,Jaipur,Rajasthan,26.864514587555515,75.8197980783077,13278,8842,1434,5566
H0427,Hyderabad Health Center 69,Hyderabad,Telangana,17.336344231988935,78.39282785573819,23285,1837,1484,4826
H0428,Bhubaneswar Health Center 82,Bhubaneswar,Odisha,20.222192645609915,85.76792931943682,4361,4870,5583,8010
H0429,Indore Health Center 46,Indore,Madhya Pradesh,22.736114543156656,75.73327188691042,4014,1102,990,9085
H0430,Kochi Health Center 81,Kochi,Kerala,9.938891595803913,76.30562336840559,11024,794,5788,4427
H0431,Hyderabad Health Center 54,Hyderabad,Telangana,17.36398024388192,78.55483085133066,23025,4958,5607,9333
H0432,Ahmedabad Health Center 36,Ahmedabad,Gujarat,22.964818800485865,72.57708122287471,28934,8197,8333,462
H0433,Lucknow Health Center 58,Lucknow,Uttar Pradesh,26.812180668693063,80.94640465038378,29711,8503,3578,7696
H0434,Mumbai Health Center 78,Mumbai,Maharashtra,19.07456457048939,72.87001312138365,4637,5603,944,2432
H0435,Kochi Health Center 92,Kochi,Kerala,9.970718594802586,76.28430256472845,5668,1302,5359,595
H0436,Chandigarh Health Center 60,Chandigarh,Chandigarh,30.826780766525225,76.68011689218002,27852,560,4227,6696
H0437,Indore Health Center 55,Indore,Madhya Pradesh,22.750385036468128,75.8294413184197,18748,6621,1500,3254
H0438,Bhubaneswar Health Center 97,Bhubaneswar,Odisha,20.327994836908342,85.81016394126193,20413,3094,7506,1061
H0439,Jaipur Health Center 5,Jaipur,Rajasthan,26.958490075098865,75.81143439436046,27527,7468,3073,2100
H0440,Indore Health Center 32,Indore,Madhya Pradesh,22.667749121530612,75.89489078492501,25422,5664,5820,4087
H0441,Bengaluru Health Center 6,Bengaluru,Karnataka,12.93778478976417,77.64276224936933,16045,4884,5033,7481
H0442,Vijayawada Health Center 78,Vijayawada,Andhra Pradesh,16.521876898364177,80.6039283195771,27690,7678,2594,4030
H0443,Vijayawada Health Center 15,Vijayawada,Andhra Pradesh,16.528634488416944,80.72580247197385,13602,6128,8628,3760
H0444,Hyderabad Health Center 19,Hyderabad,Telangana,17.342654383584154,78.57269231055513,8097,2448,5918,4636
H0445,Hyderabad Health Center 34,Hyderabad,Telangana,17.3828899302844,78.58327195755635,14164,4890,2987,5351
H0446,Coimbatore Health Center 71,Coimbatore,Tamil Nadu,11.031388072126678,76.93455073133116,18810,5626,1116,9412
H0447,Hyderabad Health Center 62,Hyderabad,Telangana,17.516039654551502,78.43110164871129,6700,4393,7111,9688
H0448,Hyderabad Health Center 93,Hyderabad,Telangana,17.403072101847368,78.50361733334609,13738,7273,4116,1117
H0449,Vijayawada Health Center 19,Vijayawada,Andhra Pradesh,16.466198071780116,80.64482377126923,7637,2604,7101,8975
H0450,Bhubaneswar Health Center 66,Bhubaneswar,Odisha,20.338521544110264,85.71215553330077,13531,3906,5080,4577
H0451,Bengaluru Health Center 77,Bengaluru,Karnataka,12.956861035785014,77.66190891318134,25463,1134,302,8797
H0452,Ahmedabad Health Center 59,Ahmedabad,Gujarat,22.978245014591643,72.64425393127682,27123,6503,3190,6639
H0453,Lucknow Health Center 2,Lucknow,Uttar Pradesh,26.836252292238797,81.05170677910428,17683,1170,7591,1905
H0454,Patna Health Center 48,Patna,Bihar,25.663929844579066,85.15833239925524,29429,3354,4092,5730
H0455,Chandigarh Health Center 29,Chandigarh,Chandigarh,30.812201875352656,76.72434298560111,5942,8911,2225,3372
H0456,Coimbatore Health Center 16,Coimbatore,Tamil Nadu,11.043870378443629,77.0278858380475,18935,989,6176,10085
H0457,Kochi Health Center 76,Kochi,Kerala,10.021665317486656,76.25639770523038,3053,3075,915,6344
H0458,Ahmedabad Health Center 59,Ahmedabad,Gujarat,23.06962842742681,72.6144228024211,24839,4301,2861,6939
H0459,Vijayawada Health Center 90,Vijayawada,Andhra Pradesh,16.53448435398347,80.64496342948073,16680,883,4634,4690
H0460,Kolkata Health Center 67,Kolkata,West Bengal,22.501499673754626,88.41915303649014,18020,6611,4551,1322
H0461,New Delhi Health Center 7,New Delhi,Delhi,28.656308710633333,77.14737383426157,28550,1730,7947,10406
H0462,Kolkata Health Center 88,Kolkata,West Bengal,22.58562211316668,88.33695790719037,3203,660,4048,7118
H0463,Kolkata Health Center 21,Kolkata,West Bengal,22.621604676753506,88.38169446887771,23143,2603,665,8492
H0464,Pune Health Center 77,Pune,Maharashtra,18.537152901454206,73.87250779785914,5378,1705,5288,6069
H0465,Bhubaneswar Health Center 27,Bhubaneswar,Odisha,20.333939433999348,85.85512343970068,20858,4960,7302,6796
H0466,Indore Health Center 35,Indore,Madhya Pradesh,22.71763463561862,75.85097516077991,7594,7144,3150,565
H0467,Bhopal Health Center 24,Bhopal,Madhya Pradesh,23.326645162392172,77.44408749391994,25431,4339,1558,8009
H0468,Mumbai Health Center 3,Mumbai,Maharashtra,19.12433802313045,72.89422866963127,13776,567,5960,4878
H0469,Vijayawada Health Center 43,Vijayawada,Andhra Pradesh,16.464252937395983,80.6684332641686,27216,5895,2558,6439
H0470,Lucknow Health Center 98,Lucknow,Uttar Pradesh,26.865082464649568,80.84119867461742,20722,5496,6080,3227
H0471,Vizag Health Center 4,Vizag,Andhra Pradesh,17.680751909480666,83.2747312749558,27229,4883,3261,3626
H0472,Vizag Health Center 87,Vizag,Andhra Pradesh,17.696902730801284,83.25111943581219,6414,1948,870,3304
H0473,Jaipur Health Center 54,Jaipur,Rajasthan,26.87527578837308,75.76303470823161,9982,7927,6636,2078
H0474,Ahmedabad Health Center 76,Ahmedabad,Gujarat,23.027153993626975,72.54468434988618,15380,5249,3805,4929
H0475,Bhubaneswar Health Center 33,Bhubaneswar,Odisha,20.37380802103574,85.86719879882762,24259,1819,1441,5027
H0476,Kolkata Health Center 3,Kolkata,West Bengal,22.594533110317556,88.37062364210314,7108,3520,2157,9396
H0477,Coimbatore Health Center 66,Coimbatore,Tamil Nadu,11.02435552186424,76.99406382191823,27519,6555,4182,7575
H0478,Ahmedabad Health Center 90,Ahmedabad,Gujarat,23.03225124920141,72.53348589655562,9582,6366,2866,1375
H0479,Indore Health Center 59,Indore,Madhya Pradesh,22.711276543588237,75.86829393393259,10382,6731,3627,6030
H0480,Jaipur Health Center 35,Jaipur,Rajasthan,26.88223960519412,75.75547371384123,19848,3794,7074,7831
H0481,Patna Health Center 95,Patna,Bihar,25.571892232118362,85.15406865727918,17715,6250,4156,3535
H0482,Kochi Health Center 94,Kochi,Kerala,9.955882678265304,76.17502101823379,18457,6565,1394,2811
H0483,Bengaluru Health Center 20,Bengaluru,Karnataka,12.966019883457855,77.55604912908174,22539,4470,8272,10632
H0484,Ahmedabad Health Center 72,Ahmedabad,Gujarat,22.937389336696,72.54825921568302,25410,8801,491,9495
